N	M	D	H	PowerDemand
3337	5	20	0	429
3338	5	20	1	429
3339	5	20	2	429
3340	5	20	3	429
3341	5	20	4	429
3342	5	20	5	429
3343	5	20	6	609
3344	5	20	7	609
3345	5	20	8	609
3346	5	20	9	609
3347	5	20	10	609
3348	5	20	11	609
3349	5	20	12	849
3350	5	20	13	849
3351	5	20	14	849
3352	5	20	15	849
3353	5	20	16	849
3354	5	20	17	729
3355	5	20	18	729
3356	5	20	19	729
3357	5	20	20	729
3358	5	20	21	729
3359	5	20	22	729
3360	5	20	23	429
3361	5	21	0	566.2
3362	5	21	1	566.2
3363	5	21	2	566.2
3364	5	21	3	515.962659259641
3365	5	21	4	429
3366	5	21	5	429
3367	5	21	6	874.333333333333
3368	5	21	7	9874
3369	5	21	8	6168
3370	5	21	9	6168
3371	5	21	10	9141.2
3372	5	21	11	9052.6
3373	5	21	12	7866.1
3374	5	21	13	849
3375	5	21	14	5481.5
3376	5	21	15	9187.5
3377	5	21	16	4820.33333333333
3378	5	21	17	729
3379	5	21	18	729
3380	5	21	19	994.333333333333
3381	5	21	20	729
3382	5	21	21	860.530085633737
3383	5	21	22	866.2
3384	5	21	23	566.2
3385	5	22	0	566.2
3386	5	22	1	566.2
3387	5	22	2	566.2
3388	5	22	3	512.367176510285
3389	5	22	4	429
3390	5	22	5	429
3391	5	22	6	874.333333333333
3392	5	22	7	9874
3393	5	22	8	6168
3394	5	22	9	6168
3395	5	22	10	8641.2
3396	5	22	11	8552.6
3397	5	22	12	7866.1
3398	5	22	13	849
3399	5	22	14	5481.5
3400	5	22	15	9187.5
3401	5	22	16	4820.33333333333
3402	5	22	17	729
3403	5	22	18	729
3404	5	22	19	994.333333333333
3405	5	22	20	729
3406	5	22	21	856.639317690097
3407	5	22	22	866.2
3408	5	22	23	566.2
3409	5	23	0	566.2
3410	5	23	1	566.2
3411	5	23	2	566.2
3412	5	23	3	508.869361924208
3413	5	23	4	429
3414	5	23	5	429
3415	5	23	6	874.333333333333
3416	5	23	7	9874
3417	5	23	8	6168
3418	5	23	9	6168
3419	5	23	10	9141.2
3420	5	23	11	9052.6
3421	5	23	12	7866.1
3422	5	23	13	849
3423	5	23	14	5481.5
3424	5	23	15	9187.5
3425	5	23	16	4820.33333333333
3426	5	23	17	729
3427	5	23	18	729
3428	5	23	19	994.333333333333
3429	5	23	20	729
3430	5	23	21	852.805466062336
3431	5	23	22	866.2
3432	5	23	23	566.2
3433	5	24	0	566.2
3434	5	24	1	566.2
3435	5	24	2	566.2
3436	5	24	3	505.472059560543
3437	5	24	4	429
3438	5	24	5	429
3439	5	24	6	874.333333333333
3440	5	24	7	9874
3441	5	24	8	6168
3442	5	24	9	6168
3443	5	24	10	8641.2
3444	5	24	11	8552.6
3445	5	24	12	7866.1
3446	5	24	13	849
3447	5	24	14	5481.5
3448	5	24	15	9187.5
3449	5	24	16	4820.33333333333
3450	5	24	17	729
3451	5	24	18	729
3452	5	24	19	994.333333333333
3453	5	24	20	729
3454	5	24	21	849.0321452163
3455	5	24	22	866.2
3456	5	24	23	566.2
3457	5	25	0	566.2
3458	5	25	1	566.2
3459	5	25	2	566.2
3460	5	25	3	502.178127368258
3461	5	25	4	429
3462	5	25	5	429
3463	5	25	6	874.333333333333
3464	5	25	7	9874
3465	5	25	8	6168
3466	5	25	9	6168
3467	5	25	10	9141.2
3468	5	25	11	9052.6
3469	5	25	12	7866.1
3470	5	25	13	849
3471	5	25	14	5481.5
3472	5	25	15	9187.5
3473	5	25	16	4820.33333333333
3474	5	25	17	729
3475	5	25	18	729
3476	5	25	19	994.333333333333
3477	5	25	20	729
3478	5	25	21	845.32303697516
3479	5	25	22	866.2
3480	5	25	23	566.2
3481	5	26	0	429
3482	5	26	1	429
3483	5	26	2	429
3484	5	26	3	429
3485	5	26	4	429
3486	5	26	5	429
3487	5	26	6	609
3488	5	26	7	609
3489	5	26	8	609
3490	5	26	9	609
3491	5	26	10	609
3492	5	26	11	609
3493	5	26	12	849
3494	5	26	13	849
3495	5	26	14	849
3496	5	26	15	849
3497	5	26	16	849
3498	5	26	17	729
3499	5	26	18	729
3500	5	26	19	729
3501	5	26	20	729
3502	5	26	21	729
3503	5	26	22	729
3504	5	26	23	429
3505	5	27	0	429
3506	5	27	1	429
3507	5	27	2	429
3508	5	27	3	429
3509	5	27	4	429
3510	5	27	5	429
3511	5	27	6	609
3512	5	27	7	609
3513	5	27	8	609
3514	5	27	9	609
3515	5	27	10	609
3516	5	27	11	609
3517	5	27	12	849
3518	5	27	13	849
3519	5	27	14	849
3520	5	27	15	849
3521	5	27	16	849
3522	5	27	17	729
3523	5	27	18	729
3524	5	27	19	729
3525	5	27	20	729
3526	5	27	21	729
3527	5	27	22	729
3528	5	27	23	429
3529	5	28	0	566.2
3530	5	28	1	566.2
3531	5	28	2	566.2
3532	5	28	3	492.94521295225
3533	5	28	4	429
3534	5	28	5	429
3535	5	28	6	874.333333333333
3536	5	28	7	9874
3537	5	28	8	6168
3538	5	28	9	6168
3539	5	28	10	9141.2
3540	5	28	11	9052.6
3541	5	28	12	7866.1
3542	5	28	13	849
3543	5	28	14	5481.5
3544	5	28	15	9187.5
3545	5	28	16	4820.33333333333
3546	5	28	17	729
3547	5	28	18	729
3548	5	28	19	994.333333333333
3549	5	28	20	729
3550	5	28	21	834.618666463369
3551	5	28	22	866.2
3552	5	28	23	566.2
3553	5	29	0	566.2
3554	5	29	1	566.2
3555	5	29	2	566.2
3556	5	29	3	490.093401559624
3557	5	29	4	429
3558	5	29	5	429
3559	5	29	6	874.333333333333
3560	5	29	7	9874
3561	5	29	8	6168
3562	5	29	9	6168
3563	5	29	10	8641.2
3564	5	29	11	8552.6
3565	5	29	12	7866.1
3566	5	29	13	849
3567	5	29	14	5481.5
3568	5	29	15	9187.5
3569	5	29	16	4820.33333333333
3570	5	29	17	729
3571	5	29	18	729
3572	5	29	19	994.333333333333
3573	5	29	20	729
3574	5	29	21	831.204317418275
3575	5	29	22	866.2
3576	5	29	23	566.2
3577	5	30	0	566.2
3578	5	30	1	566.2
3579	5	30	2	566.2
3580	5	30	3	487.359232217548
3581	5	30	4	429
3582	5	30	5	429
3583	5	30	6	874.333333333333
3584	5	30	7	9874
3585	5	30	8	6168
3586	5	30	9	6168
3587	5	30	10	9141.2
3588	5	30	11	9052.6
3589	5	30	12	7866.1
3590	5	30	13	849
3591	5	30	14	5481.5
3592	5	30	15	9187.5
3593	5	30	16	4820.33333333333
3594	5	30	17	729
3595	5	30	18	729
3596	5	30	19	994.333333333333
3597	5	30	20	729
3598	5	30	21	827.873333937289
3599	5	30	22	866.2
3600	5	30	23	566.2
3601	5	31	0	566.2
3602	5	31	1	566.2
3603	5	31	2	566.2
3604	5	31	3	484.745501415931
3605	5	31	4	429
3606	5	31	5	429
3607	5	31	6	874.333333333333
3608	5	31	7	9874
3609	5	31	8	6168
3610	5	31	9	6168
3611	5	31	10	8641.2
3612	5	31	11	8552.6
3613	5	31	12	7866.1
3614	5	31	13	849
3615	5	31	14	5481.5
3616	5	31	15	9187.5
3617	5	31	16	4820.33333333333
3618	5	31	17	729
3619	5	31	18	729
3620	5	31	19	994.333333333333
3621	5	31	20	729
3622	5	31	21	824.629632146193
3623	5	31	22	866.2
3624	5	31	23	566.2
3625	6	1	0	566.2
3626	6	1	1	566.2
3627	6	1	2	566.2
3628	6	1	3	482.254965239689
3629	6	1	4	429
3630	6	1	5	429
3631	6	1	6	874.333333333333
3632	6	1	7	9874
3633	6	1	8	6168
3634	6	1	9	6168
3635	6	1	10	9141.2
3636	6	1	11	9052.6
3637	6	1	12	7866.1
3638	6	1	13	849
3639	6	1	14	5481.5
3640	6	1	15	9187.5
3641	6	1	16	4820.33333333333
3642	6	1	17	729
3643	6	1	18	729
3644	6	1	19	994.333333333333
3645	6	1	20	729
3646	6	1	21	821.4771323243
3647	6	1	22	866.2
3648	6	1	23	566.2
3649	6	2	0	429
3650	6	2	1	429
3651	6	2	2	429
3652	6	2	3	429
3653	6	2	4	429
3654	6	2	5	429
3655	6	2	6	609
3656	6	2	7	609
3657	6	2	8	609
3658	6	2	9	609
3659	6	2	10	609
3660	6	2	11	609
3661	6	2	12	849
3662	6	2	13	849
3663	6	2	14	849
3664	6	2	15	849
3665	6	2	16	849
3666	6	2	17	729
3667	6	2	18	729
3668	6	2	19	729
3669	6	2	20	729
3670	6	2	21	729
3671	6	2	22	729
3672	6	2	23	429
3673	6	3	0	429
3674	6	3	1	429
3675	6	3	2	429
3676	6	3	3	429
3677	6	3	4	429
3678	6	3	5	429
3679	6	3	6	609
3680	6	3	7	609
3681	6	3	8	609
3682	6	3	9	609
3683	6	3	10	609
3684	6	3	11	609
3685	6	3	12	849
3686	6	3	13	849
3687	6	3	14	849
3688	6	3	15	849
3689	6	3	16	849
3690	6	3	17	729
3691	6	3	18	729
3692	6	3	19	729
3693	6	3	20	729
3694	6	3	21	729
3695	6	3	22	729
3696	6	3	23	429
3697	6	4	0	566.2
3698	6	4	1	566.2
3699	6	4	2	566.2
3700	6	4	3	475.549259617545
3701	6	4	4	429
3702	6	4	5	429
3703	6	4	6	874.333333333333
3704	6	4	7	9874
3705	6	4	8	6168
3706	6	4	9	6168
3707	6	4	10	9141.2
3708	6	4	11	9052.6
3709	6	4	12	7866.1
3710	6	4	13	849
3711	6	4	14	5481.5
3712	6	4	15	9187.5
3713	6	4	16	4820.33333333333
3714	6	4	17	729
3715	6	4	18	729
3716	6	4	19	994.333333333333
3717	6	4	20	729
3718	6	4	21	812.605858209959
3719	6	4	22	866.2
3720	6	4	23	566.2
3721	6	5	0	566.2
3722	6	5	1	566.2
3723	6	5	2	566.2
3724	6	5	3	473.5778837715
3725	6	5	4	429
3726	6	5	5	429
3727	6	5	6	874.333333333333
3728	6	5	7	9874
3729	6	5	8	6168
3730	6	5	9	6168
3731	6	5	10	8641.2
3732	6	5	11	8552.6
3733	6	5	12	7866.1
3734	6	5	13	849
3735	6	5	14	5481.5
3736	6	5	15	9187.5
3737	6	5	16	4820.33333333333
3738	6	5	17	729
3739	6	5	18	729
3740	6	5	19	994.333333333333
3741	6	5	20	729
3742	6	5	21	809.857027494181
3743	6	5	22	866.2
3744	6	5	23	566.2
3745	6	6	0	566.2
3746	6	6	1	566.2
3747	6	6	2	566.2
3748	6	6	3	471.742499014547
3749	6	6	4	429
3750	6	6	5	429
3751	6	6	6	874.333333333333
3752	6	6	7	9874
3753	6	6	8	6168
3754	6	6	9	6168
3755	6	6	10	9141.2
3756	6	6	11	9052.6
3757	6	6	12	7866.1
3758	6	6	13	849
3759	6	6	14	5481.5
3760	6	6	15	9187.5
3761	6	6	16	4820.33333333333
3762	6	6	17	729
3763	6	6	18	729
3764	6	6	19	994.333333333333
3765	6	6	20	729
3766	6	6	21	807.21863013827
3767	6	6	22	866.2
3768	6	6	23	566.2
3769	6	7	0	566.2
3770	6	7	1	566.2
3771	6	7	2	566.2
3772	6	7	3	470.0453858715
3773	6	7	4	429
3774	6	7	5	429
3775	6	7	6	874.333333333333
3776	6	7	7	9874
3777	6	7	8	6168
3778	6	7	9	6168
3779	6	7	10	8641.2
3780	6	7	11	8552.6
3781	6	7	12	7866.1
3782	6	7	13	849
3783	6	7	14	5481.5
3784	6	7	15	9187.5
3785	6	7	16	4820.33333333333
3786	6	7	17	729
3787	6	7	18	729
3788	6	7	19	994.333333333333
3789	6	7	20	729
3790	6	7	21	804.694344866254
3791	6	7	22	866.2
3792	6	7	23	566.2
3793	6	8	0	566.2
3794	6	8	1	566.2
3795	6	8	2	566.2
3796	6	8	3	468.488703126019
3797	6	8	4	429
3798	6	8	5	429
3799	6	8	6	874.333333333333
3800	6	8	7	9874
3801	6	8	8	6168
3802	6	8	9	6168
3803	6	8	10	9141.2
3804	6	8	11	9052.6
3805	6	8	12	7866.1
3806	6	8	13	849
3807	6	8	14	5481.5
3808	6	8	15	9187.5
3809	6	8	16	4820.33333333333
3810	6	8	17	729
3811	6	8	18	729
3812	6	8	19	994.333333333333
3813	6	8	20	729
3814	6	8	21	802.287761659162
3815	6	8	22	866.2
3816	6	8	23	566.2
3817	6	9	0	429
3818	6	9	1	429
3819	6	9	2	429
3820	6	9	3	429
3821	6	9	4	429
3822	6	9	5	429
3823	6	9	6	609
3824	6	9	7	609
3825	6	9	8	609
3826	6	9	9	609
3827	6	9	10	609
3828	6	9	11	609
3829	6	9	12	849
3830	6	9	13	849
3831	6	9	14	849
3832	6	9	15	849
3833	6	9	16	849
3834	6	9	17	729
3835	6	9	18	729
3836	6	9	19	729
3837	6	9	20	729
3838	6	9	21	729
3839	6	9	22	729
3840	6	9	23	429
3841	6	10	0	429
3842	6	10	1	429
3843	6	10	2	429
3844	6	10	3	429
3845	6	10	4	429
3846	6	10	5	429
3847	6	10	6	609
3848	6	10	7	609
3849	6	10	8	609
3850	6	10	9	609
3851	6	10	10	609
3852	6	10	11	609
3853	6	10	12	849
3854	6	10	13	849
3855	6	10	14	849
3856	6	10	15	849
3857	6	10	16	849
3858	6	10	17	729
3859	6	10	18	729
3860	6	10	19	729
3861	6	10	20	729
3862	6	10	21	729
3863	6	10	22	729
3864	6	10	23	429
3865	6	11	0	566.2
3866	6	11	1	566.2
3867	6	11	2	566.2
3868	6	11	3	464.680733986504
3869	6	11	4	429
3870	6	11	5	429
3871	6	11	6	874.333333333333
3872	6	11	7	9874
3873	6	11	8	6168
3874	6	11	9	6168
3875	6	11	10	9141.2
3876	6	11	11	9052.6
3877	6	11	12	7866.1
3878	6	11	13	849
3879	6	11	14	5481.5
3880	6	11	15	9187.5
3881	6	11	16	4820.33333333333
3882	6	11	17	729
3883	6	11	18	729
3884	6	11	19	994.333333333333
3885	6	11	20	729
3886	6	11	21	795.808489393017
3887	6	11	22	866.2
3888	6	11	23	566.2
3889	6	12	0	566.2
3890	6	12	1	566.2
3891	6	12	2	566.2
3892	6	12	3	463.704485413262
3893	6	12	4	429
3894	6	12	5	429
3895	6	12	6	874.333333333333
3896	6	12	7	9874
3897	6	12	8	6168
3898	6	12	9	6168
3899	6	12	10	8641.2
3900	6	12	11	8552.6
3901	6	12	12	7866.1
3902	6	12	13	849
3903	6	12	14	5481.5
3904	6	12	15	9187.5
3905	6	12	16	4820.33333333333
3906	6	12	17	729
3907	6	12	18	729
3908	6	12	19	994.333333333333
3909	6	12	20	729
3910	6	12	21	793.906334133429
3911	6	12	22	866.2
3912	6	12	23	566.2
3913	6	13	0	566.2
3914	6	13	1	566.2
3915	6	13	2	566.2
3916	6	13	3	462.877197287427
3917	6	13	4	429
3918	6	13	5	429
3919	6	13	6	874.333333333333
3920	6	13	7	9874
3921	6	13	8	6168
3922	6	13	9	6168
3923	6	13	10	9141.2
3924	6	13	11	9052.6
3925	6	13	12	7866.1
3926	6	13	13	849
3927	6	13	14	5481.5
3928	6	13	15	9187.5
3929	6	13	16	4820.33333333333
3930	6	13	17	729
3931	6	13	18	729
3932	6	13	19	994.333333333333
3933	6	13	20	729
3934	6	13	21	792.137996613953
3935	6	13	22	866.2
3936	6	13	23	566.2
3937	6	14	0	566.2
3938	6	14	1	566.2
3939	6	14	2	566.2
3940	6	14	3	462.20003912877
3941	6	14	4	429
3942	6	14	5	429
3943	6	14	6	874.333333333333
3944	6	14	7	9874
3945	6	14	8	6168
3946	6	14	9	6168
3947	6	14	10	8641.2
3948	6	14	11	8552.6
3949	6	14	12	7866.1
3950	6	14	13	849
3951	6	14	14	5481.5
3952	6	14	15	9187.5
3953	6	14	16	4820.33333333333
3954	6	14	17	729
3955	6	14	18	729
3956	6	14	19	994.333333333333
3957	6	14	20	729
3958	6	14	21	790.50623585686
3959	6	14	22	866.2
3960	6	14	23	566.2
3961	6	15	0	566.2
3962	6	15	1	566.2
3963	6	15	2	566.2
3964	6	15	3	461.673976172688
3965	6	15	4	429
3966	6	15	5	429
3967	6	15	6	874.333333333333
3968	6	15	7	9874
3969	6	15	8	6168
3970	6	15	9	6168
3971	6	15	10	9141.2
3972	6	15	11	9052.6
3973	6	15	12	7866.1
3974	6	15	13	849
3975	6	15	14	5481.5
3976	6	15	15	9187.5
3977	6	15	16	4820.33333333333
3978	6	15	17	729
3979	6	15	18	729
3980	6	15	19	994.333333333333
3981	6	15	20	729
3982	6	15	21	789.013626067534
3983	6	15	22	866.2
3984	6	15	23	566.2
3985	6	16	0	429
3986	6	16	1	429
3987	6	16	2	429
3988	6	16	3	429
3989	6	16	4	429
3990	6	16	5	429
3991	6	16	6	609
3992	6	16	7	609
3993	6	16	8	609
3994	6	16	9	609
3995	6	16	10	609
3996	6	16	11	609
3997	6	16	12	849
3998	6	16	13	849
3999	6	16	14	849
4000	6	16	15	849
4001	6	16	16	849
4002	6	16	17	729
4003	6	16	18	729
4004	6	16	19	729
4005	6	16	20	729
4006	6	16	21	729
4007	6	16	22	729
4008	6	16	23	429
4009	6	17	0	429
4010	6	17	1	429
4011	6	17	2	429
4012	6	17	3	429
4013	6	17	4	429
4014	6	17	5	429
4015	6	17	6	609
4016	6	17	7	609
4017	6	17	8	609
4018	6	17	9	609
4019	6	17	10	609
4020	6	17	11	609
4021	6	17	12	849
4022	6	17	13	849
4023	6	17	14	849
4024	6	17	15	849
4025	6	17	16	849
4026	6	17	17	729
4027	6	17	18	729
4028	6	17	19	729
4029	6	17	20	729
4030	6	17	21	729
4031	6	17	22	729
4032	6	17	23	429
4033	6	18	0	566.2
4034	6	18	1	566.2
4035	6	18	2	566.2
4036	6	18	3	461.008757608936
4037	6	18	4	429
4038	6	18	5	429
4039	6	18	6	874.333333333333
4040	6	18	7	9874
4041	6	18	8	6168
4042	6	18	9	6168
4043	6	18	10	9141.2
4044	6	18	11	9052.6
4045	6	18	12	7866.1
4046	6	18	13	849
4047	6	18	14	5481.5
4048	6	18	15	9187.5
4049	6	18	16	4820.33333333333
4050	6	18	17	729
4051	6	18	18	729
4052	6	18	19	994.333333333333
4053	6	18	20	729
4054	6	18	21	785.393440140911
4055	6	18	22	866.2
4056	6	18	23	566.2
4057	6	19	0	566.2
4058	6	19	1	566.2
4059	6	19	2	566.2
4060	6	19	3	461.092337358737
4061	6	19	4	429
4062	6	19	5	429
4063	6	19	6	874.333333333333
4064	6	19	7	9874
4065	6	19	8	6168
4066	6	19	9	6168
4067	6	19	10	8641.2
4068	6	19	11	8552.6
4069	6	19	12	7866.1
4070	6	19	13	849
4071	6	19	14	5481.5
4072	6	19	15	9187.5
4073	6	19	16	4820.33333333333
4074	6	19	17	729
4075	6	19	18	729
4076	6	19	19	994.333333333333
4077	6	19	20	729
4078	6	19	21	784.479103035315
4079	6	19	22	866.2
4080	6	19	23	566.2
4081	6	20	0	566.2
4082	6	20	1	566.2
4083	6	20	2	566.2
4084	6	20	3	461.328485477432
4085	6	20	4	429
4086	6	20	5	429
4087	6	20	6	874.333333333333
4088	6	20	7	9874
4089	6	20	8	6168
4090	6	20	9	6168
4091	6	20	10	9141.2
4092	6	20	11	9052.6
4093	6	20	12	7866.1
4094	6	20	13	849
4095	6	20	14	5481.5
4096	6	20	15	9187.5
4097	6	20	16	4820.33333333333
4098	6	20	17	729
4099	6	20	18	729
4100	6	20	19	994.333333333333
4101	6	20	20	729
4102	6	20	21	783.713654525987
4103	6	20	22	866.2
4104	6	20	23	566.2
4105	6	21	0	566.2
4106	6	21	1	566.2
4107	6	21	2	566.2
4108	6	21	3	461.716785164093
4109	6	21	4	429
4110	6	21	5	429
4111	6	21	6	874.333333333333
4112	6	21	7	9874
4113	6	21	8	6168
4114	6	21	9	6168
4115	6	21	10	8641.2
4116	6	21	11	8552.6
4117	6	21	12	7866.1
4118	6	21	13	849
4119	6	21	14	5481.5
4120	6	21	15	9187.5
4121	6	21	16	4820.33333333333
4122	6	21	17	729
4123	6	21	18	729
4124	6	21	19	994.333333333333
4125	6	21	20	729
4126	6	21	21	783.098359900564
4127	6	21	22	866.2
4128	6	21	23	566.2
4129	6	22	0	566.2
4130	6	22	1	566.2
4131	6	22	2	566.2
4132	6	22	3	462.256575295095
4133	6	22	4	429
4134	6	22	5	429
4135	6	22	6	874.333333333333
4136	6	22	7	9874
4137	6	22	8	6168
4138	6	22	9	6168
4139	6	22	10	9141.2
4140	6	22	11	9052.6
4141	6	22	12	7866.1
4142	6	22	13	849
4143	6	22	14	5481.5
4144	6	22	15	9187.5
4145	6	22	16	4820.33333333333
4146	6	22	17	729
4147	6	22	18	729
4148	6	22	19	994.333333333333
4149	6	22	20	729
4150	6	22	21	782.634244886454
4151	6	22	22	866.2
4152	6	22	23	566.2
4153	6	23	0	429
4154	6	23	1	429
4155	6	23	2	429
4156	6	23	3	429
4157	6	23	4	429
4158	6	23	5	429
4159	6	23	6	609
4160	6	23	7	609
4161	6	23	8	609
4162	6	23	9	609
4163	6	23	10	609
4164	6	23	11	609
4165	6	23	12	849
4166	6	23	13	849
4167	6	23	14	849
4168	6	23	15	849
4169	6	23	16	849
4170	6	23	17	729
4171	6	23	18	729
4172	6	23	19	729
4173	6	23	20	729
4174	6	23	21	729
4175	6	23	22	729
4176	6	23	23	429
4177	6	24	0	429
4178	6	24	1	429
4179	6	24	2	429
4180	6	24	3	429
4181	6	24	4	429
4182	6	24	5	429
4183	6	24	6	609
4184	6	24	7	609
4185	6	24	8	609
4186	6	24	9	609
4187	6	24	10	609
4188	6	24	11	609
4189	6	24	12	849
4190	6	24	13	849
4191	6	24	14	849
4192	6	24	15	849
4193	6	24	16	849
4194	6	24	17	729
4195	6	24	18	729
4196	6	24	19	729
4197	6	24	20	729
4198	6	24	21	729
4199	6	24	22	729
4200	6	24	23	429
4201	6	25	0	566.2
4202	6	25	1	566.2
4203	6	25	2	566.2
4204	6	25	3	464.774621293091
4205	6	25	4	429
4206	6	25	5	429
4207	6	25	6	874.333333333333
4208	6	25	7	9874
4209	6	25	8	6168
4210	6	25	9	6168
4211	6	25	10	9141.2
4212	6	25	11	9052.6
4213	6	25	12	7866.1
4214	6	25	13	849
4215	6	25	14	5481.5
4216	6	25	15	9187.5
4217	6	25	16	4820.33333333333
4218	6	25	17	729
4219	6	25	18	729
4220	6	25	19	994.333333333333
4221	6	25	20	729
4222	6	25	21	782.155605295219
4223	6	25	22	866.2
4224	6	25	23	566.2
4225	6	26	0	566.2
4226	6	26	1	566.2
4227	6	26	2	566.2
4228	6	26	3	465.90890493554
4229	6	26	4	429
4230	6	26	5	429
4231	6	26	6	874.333333333333
4232	6	26	7	9874
4233	6	26	8	6168
4234	6	26	9	6168
4235	6	26	10	8641.2
4236	6	26	11	8552.6
4237	6	26	12	7866.1
4238	6	26	13	849
4239	6	26	14	5481.5
4240	6	26	15	9187.5
4241	6	26	16	4820.33333333333
4242	6	26	17	729
4243	6	26	18	729
4244	6	26	19	994.333333333333
4245	6	26	20	729
4246	6	26	21	782.301629026933
4247	6	26	22	866.2
4248	6	26	23	566.2
4249	6	27	0	566.2
4250	6	27	1	566.2
4251	6	27	2	566.2
4252	6	27	3	467.18775944301
4253	6	27	4	429
4254	6	27	5	429
4255	6	27	6	874.333333333333
4256	6	27	7	9874
4257	6	27	8	6168
4258	6	27	9	6168
4259	6	27	10	9141.2
4260	6	27	11	9052.6
4261	6	27	12	7866.1
4262	6	27	13	849
4263	6	27	14	5481.5
4264	6	27	15	9187.5
4265	6	27	16	4820.33333333333
4266	6	27	17	729
4267	6	27	18	729
4268	6	27	19	994.333333333333
4269	6	27	20	729
4270	6	27	21	782.600343273135
4271	6	27	22	866.2
4272	6	27	23	566.2
4273	6	28	0	566.2
4274	6	28	1	566.2
4275	6	28	2	566.2
4276	6	28	3	468.609109441335
4277	6	28	4	429
4278	6	28	5	429
4279	6	28	6	874.333333333333
4280	6	28	7	9874
4281	6	28	8	6168
4282	6	28	9	6168
4283	6	28	10	8641.2
4284	6	28	11	8552.6
4285	6	28	12	7866.1
4286	6	28	13	849
4287	6	28	14	5481.5
4288	6	28	15	9187.5
4289	6	28	16	4820.33333333333
4290	6	28	17	729
4291	6	28	18	729
4292	6	28	19	994.333333333333
4293	6	28	20	729
4294	6	28	21	783.051342965003
4295	6	28	22	866.2
4296	6	28	23	566.2
4297	6	29	0	566.2
4298	6	29	1	566.2
4299	6	29	2	566.2
4300	6	29	3	470.170666145163
4301	6	29	4	429
4302	6	29	5	429
4303	6	29	6	874.333333333333
4304	6	29	7	9874
4305	6	29	8	6168
4306	6	29	9	6168
4307	6	29	10	9141.2
4308	6	29	11	9052.6
4309	6	29	12	7866.1
4310	6	29	13	849
4311	6	29	14	5481.5
4312	6	29	15	9187.5
4313	6	29	16	4820.33333333333
4314	6	29	17	729
4315	6	29	18	729
4316	6	29	19	994.333333333333
4317	6	29	20	729
4318	6	29	21	783.653999370158
4319	6	29	22	866.2
4320	6	29	23	566.2
4321	6	30	0	429
4322	6	30	1	429
4323	6	30	2	429
4324	6	30	3	429
4325	6	30	4	429
4326	6	30	5	429
4327	6	30	6	609
4328	6	30	7	609
4329	6	30	8	609
4330	6	30	9	609
4331	6	30	10	609
4332	6	30	11	609
4333	6	30	12	849
4334	6	30	13	849
4335	6	30	14	849
4336	6	30	15	849
4337	6	30	16	849
4338	6	30	17	729
4339	6	30	18	729
4340	6	30	19	729
4341	6	30	20	729
4342	6	30	21	729
4343	6	30	22	729
4344	6	30	23	429
4345	7	1	0	429
4346	7	1	1	429
4347	7	1	2	429
4348	7	1	3	429
4349	7	1	4	429
4350	7	1	5	429
4351	7	1	6	609
4352	7	1	7	609
4353	7	1	8	609
4354	7	1	9	609
4355	7	1	10	609
4356	7	1	11	609
4357	7	1	12	849
4358	7	1	13	849
4359	7	1	14	849
4360	7	1	15	849
4361	7	1	16	849
4362	7	1	17	729
4363	7	1	18	729
4364	7	1	19	729
4365	7	1	20	729
4366	7	1	21	729
4367	7	1	22	729
4368	7	1	23	429
4369	7	2	0	566.2
4370	7	2	1	566.2
4371	7	2	2	566.2
4372	7	2	3	475.670701913848
4373	7	2	4	429
4374	7	2	5	429
4375	7	2	6	874.333333333333
4376	7	2	7	9874
4377	7	2	8	6168
4378	7	2	9	6168
4379	7	2	10	9141.2
4380	7	2	11	9052.6
4381	7	2	12	7866.1
4382	7	2	13	849
4383	7	2	14	5481.5
4384	7	2	15	9187.5
4385	7	2	16	4820.33333333333
4386	7	2	17	729
4387	7	2	18	729
4388	7	2	19	994.333333333333
4389	7	2	20	729
4390	7	2	21	786.362436645323
4391	7	2	22	866.2
4392	7	2	23	566.2
4393	7	3	0	566.2
4394	7	3	1	566.2
4395	7	3	2	566.2
4396	7	3	3	477.766296071796
4397	7	3	4	429
4398	7	3	5	429
4399	7	3	6	874.333333333333
4400	7	3	7	9874
4401	7	3	8	6168
4402	7	3	9	6168
4403	7	3	10	8641.2
4404	7	3	11	8552.6
4405	7	3	12	7866.1
4406	7	3	13	849
4407	7	3	14	5481.5
4408	7	3	15	9187.5
4409	7	3	16	4820.33333333333
4410	7	3	17	729
4411	7	3	18	729
4412	7	3	19	994.333333333333
4413	7	3	20	729
4414	7	3	21	787.561252184541
4415	7	3	22	866.2
4416	7	3	23	566.2
4417	7	4	0	566.2
4418	7	4	1	566.2
4419	7	4	2	566.2
4420	7	4	3	479.987831679529
4421	7	4	4	429
4422	7	4	5	429
4423	7	4	6	874.333333333333
4424	7	4	7	9874
4425	7	4	8	6168
4426	7	4	9	6168
4427	7	4	10	9141.2
4428	7	4	11	9052.6
4429	7	4	12	7866.1
4430	7	4	13	849
4431	7	4	14	5481.5
4432	7	4	15	9187.5
4433	7	4	16	4820.33333333333
4434	7	4	17	729
4435	7	4	18	729
4436	7	4	19	994.333333333333
4437	7	4	20	729
4438	7	4	21	788.905532062895
4439	7	4	22	866.2
4440	7	4	23	566.2
4441	7	5	0	566.2
4442	7	5	1	566.2
4443	7	5	2	566.2
4444	7	5	3	482.331979344552
